MOTIF	LENGTH	GC	EVENT_p14	EVENT_p15	EVENT_p16	EVENT_p17	best_pval
ZN770.H12CORE.1.P.B	22	0.677829313543599	755679	637902	564837	529858	1e-10
ZN771.H12CORE.0.SM.B	13	0.481028872117981	238935	22427	1665	47	1e-05
ZN776.H12CORE.0.P.C	23	0.58543726865919	378730	61317	13316	6388	1e-06
ZN778.H12CORE.0.P.C	15	0.64228855721393	353399	35586	3376	257	1e-05
ZN778.H12CORE.1.P.B	31	0.572310828636527	466703	82092	18787	8634	1e-06
ZN782.H12CORE.0.P.C	23	0.555427584221135	408726	58056	7167	1038	1e-06
ZN784.H12CORE.0.SM.B	16	0.539438502673797	293476	35818	5846	1078	1e-05
ZN787.H12CORE.0.M.C	16	0.515886287625418	673213	200824	62863	17137	1e-07
ZN787.H12CORE.1.S.C	12	0.574687088274045	335146	38031	1473	0	1e-05
ZN789.H12CORE.0.P.C	20	0.551551094890511	664217	185674	22962	2852	1e-06
ZN790.H12CORE.0.P.C	23	0.496739130434783	587754	111435	13916	2159	1e-06
ZN790.H12CORE.1.P.C	10	0.569166666666667	503545	83492	16431	0	1e-06
ZN791.H12CORE.0.P.C	23	0.223222506393862	813254	651899	362804	109020	1e-08
ZN793.H12CORE.0.P.B	22	0.587729143284699	423125	77165	11778	1554	1e-06
ZN793.H12CORE.1.P.C	15	0.585177799933533	431536	69926	7913	816	1e-06
ZN799.H12CORE.0.P.C	31	0.471092077087794	649949	131069	14883	2366	1e-06
ZN805.H12CORE.0.P.C	25	0.585098039215686	499518	96253	22425	9378	1e-06
ZN816.H12CORE.0.P.B	24	0.560359116022099	579980	136840	22132	4281	1e-06
ZN816.H12CORE.1.P.C	16	0.5520625	535946	94592	10980	1120	1e-06
ZN821.H12CORE.0.SM.B	17	0.546429521080155	384380	74914	14935	5217	1e-06
ZN823.H12CORE.0.P.C	23	0.47784101511476	811518	459207	168083	57087	1e-08
ZN860.H12CORE.0.P.C	17	0.63235294117647	633663	148435	24521	3989	1e-06
ZN875.H12CORE.0.P.C	25	0.499602649006623	705411	110693	10844	1817	1e-06
ZN879.H12CORE.0.P.C	31	0.309482898362782	801168	551024	168188	39760	1e-07
ZN880.H12CORE.0.P.C	23	0.597734746072342	738168	330499	85017	11490	1e-07
ZN891.H12CORE.0.P.C	15	0.622727272727273	394744	68158	9319	905	1e-06
ZNF10.H12CORE.0.P.C	23	0.504964812493975	571266	124836	37087	23490	1e-06
ZNF12.H12CORE.0.P.C	24	0.502716482781678	546727	113850	32138	13551	1e-06
ZNF12.H12CORE.1.M.C	21	0.524047951737751	232159	20844	2136	257	1e-05
ZNF12.H12CORE.2.S.C	18	0.417631694519566	495232	68080	6838	773	1e-06
ZNF16.H12CORE.0.P.C	23	0.607510371208448	589710	137578	25057	6576	1e-06
ZNF18.H12CORE.0.P.B	9	0.514444444444444	577583	57419	0	0	1e-06
ZNF2.H12CORE.0.P.B	10	0.74792899408284	389285	58965	3229	0	1e-06
ZNF23.H12CORE.0.P.C	24	0.447222222222222	549304	72520	8402	2286	1e-06
ZNF24.H12CORE.0.P.B	14	0.314788226848528	604343	178962	58616	24122	1e-07
ZNF26.H12CORE.0.P.B	23	0.341793218223424	674378	186970	35998	5217	1e-06
ZNF26.H12CORE.1.P.B	14	0.420436706150992	520023	97630	13963	1884	1e-06
ZNF28.H12CORE.0.P.C	18	0.694832557108006	514097	107784	17276	2288	1e-06
ZNF3.H12CORE.0.P.B	23	0.403959143089578	612090	199275	72326	27554	1e-07
ZNF30.H12CORE.0.P.C	23	0.546347826086956	556197	98040	10947	1891	1e-06
ZNF32.H12CORE.0.SM.B	15	0.462147205312673	211651	17050	1307	105	1e-05
ZNF34.H12CORE.0.P.C	20	0.47734375	628821	127818	16358	2102	1e-06
ZNF35.H12CORE.0.P.C	23	0.336150561993552	820310	646360	320488	50362	1e-08
ZNF35.H12CORE.1.P.C	10	0.3178	667487	76838	8828	0	1e-06
ZNF41.H12CORE.0.P.C	25	0.486868131868132	726313	191998	22654	2666	1e-06
ZNF41.H12CORE.1.P.C	15	0.486491739552964	621848	112777	12745	1587	1e-06
ZNF44.H12CORE.0.P.C	21	0.549266848163538	462158	77250	10492	1593	1e-06
ZNF7.H12CORE.0.P.B	23	0.473217391304348	625593	136860	26586	8730	1e-06
ZNF74.H12CORE.0.P.C	22	0.373307543520309	634664	150797	28611	7547	1e-06
ZNF76.H12CORE.0.P.B	23	0.593985941161156	670855	149566	23760	5943	1e-06
ZNF76.H12CORE.1.SM.B	19	0.517958037203128	414203	54953	6066	742	1e-06
ZNF77.H12CORE.0.P.C	23	0.501722372218602	691791	182176	22886	2533	1e-06
ZNF79.H12CORE.0.P.C	21	0.305210918114144	796118	362107	58896	7816	1e-07
ZNF8.H12CORE.0.P.C	21	0.600840336134454	128795	8819	570	50	1e-05
ZNF8.H12CORE.1.P.B	22	0.393285371702638	439150	124477	68515	50288	1e-08
ZNF81.H12CORE.0.P.C	19	0.403202663146416	525907	118720	43597	12826	1e-07
ZNF85.H12CORE.0.P.B	13	0.401093401093401	496409	78332	8477	834	1e-06
ZNF85.H12CORE.1.P.B	20	0.408285984848485	618287	133427	16239	2078	1e-06
ZNF90.H12CORE.0.P.C	23	0.455125648185082	476664	72929	9352	2692	1e-06
ZSA5A.H12CORE.0.SM.B	19	0.546535257061573	504524	108605	33161	18058	1e-06
ZSA5C.H12CORE.0.P.C	17	0.423764705882353	552596	110771	23449	9930	1e-06
ZSC16.H12CORE.0.PSM.A	19	0.438046718467478	392642	53817	6299	769	1e-06
ZSC21.H12CORE.0.P.C	11	0.529818181818182	680587	442762	12354	0	1e-06
ZSC22.H12CORE.0.P.C	17	0.67655926692285	722122	216299	28679	4568	1e-06
ZSC23.H12CORE.0.M.C	18	0.393211920529801	335228	44125	4928	553	1e-06
ZSC29.H12CORE.0.P.B	12	0.607456140350877	141587	12242	876	0	1e-05
ZSC29.H12CORE.1.M.C	20	0.443376623376623	228005	24231	1432	105	1e-05
ZSC31.H12CORE.0.P.C	17	0.60242214532872	529397	94135	13861	1284	1e-06
ZSC31.H12CORE.1.SM.B	20	0.56050762756444	524161	82599	8192	768	1e-06
ZSCA1.H12CORE.0.SM.B	18	0.517457807700591	527918	151604	11592	974	1e-06
ZSCA4.H12CORE.0.SM.B	17	0.512483120666373	466498	75582	7732	757	1e-06
ZN362.H12CORE.0.P.C	NA	NA	NA	NA	NA	NA	1e-08
